id,origin,cs,power,destination,path
2631,67,13,120,69,"[236, 124, 92, 80, 54, 48, 47, 53, 79, 89, 95, 101, 109, 139, 258]"
2632,26,13,50,59,"[96, 90, 80, 54, 48, 47, 53, 79, 91, 123, 241, 228]"
2633,37,13,50,29,"[112, 84, 54, 48, 47, 53, 85]"
2634,54,5,50,67,"[176, 170, 166, 150, 112, 104, 96, 90, 78, 66, 42, 18, 17, 43, 71, 119, 235]"
2635,31,1,120,23,"[92, 80, 54, 48, 38, 6, 5, 37, 47, 53, 79]"
2636,21,1,120,18,"[75, 54, 48, 38, 6, 1, 9, 21, 31, 40, 41]"
2637,23,5,50,48,"[78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 157]"
2638,36,15,50,44,"[138, 110, 102, 96, 90, 80, 54, 48, 49, 50, 47, 53, 87, 156, 152, 153, 165, 169]"
2639,50,11,50,48,"[202, 116, 86, 68, 46, 45, 67, 87, 156, 157]"
2640,2,13,50,6,"[7, 11, 29, 24]"
2641,59,20,50,62,"[224, 74, 71, 119, 231, 244]"
2642,50,15,50,48,"[202, 116, 86, 54, 48, 49, 50, 47, 53, 87, 156, 157]"
2643,43,1,120,48,"[166, 154, 151, 155, 88, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157]"
2644,43,11,50,48,"[166, 154, 151, 155, 88, 68, 46, 45, 67, 87, 156, 157]"
2645,30,15,120,24,"[117, 92, 80, 54, 48, 49, 50, 47, 53, 79, 89]"
2646,26,11,50,63,"[96, 90, 78, 66, 42, 39, 40, 43, 71, 119, 231]"
2647,42,15,50,53,"[154, 151, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 157, 195]"
2648,29,1,120,39,"[86, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156]"
2649,18,13,50,21,"[63, 58, 55, 52, 48, 47, 53, 76]"
2650,37,1,120,42,"[112, 84, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153]"
2651,36,13,50,43,"[138, 110, 102, 96, 90, 80, 54, 48, 47, 53, 87, 156, 152, 153, 165]"
2652,21,1,120,32,"[75, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 97, 126]"
2653,2,13,50,13,"[7, 11, 29]"
2654,43,5,50,48,"[166, 150, 112, 104, 96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 157]"
2655,35,13,50,42,"[110, 102, 96, 90, 80, 54, 48, 47, 53, 87, 156, 152, 153]"
2656,33,15,50,26,"[98, 90, 80, 54, 48, 49, 50, 47, 53, 79, 89, 95]"
2657,33,13,50,25,"[98, 90, 80, 54, 48, 47, 53, 79, 89, 93]"
2658,53,15,50,48,"[196, 158, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 157]"
2659,26,1,120,53,"[96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157, 195]"
2660,69,15,50,54,"[257, 140, 110, 102, 96, 90, 80, 54, 48, 49, 50, 47, 53, 87, 156, 152, 153, 165, 169, 175]"
2661,39,5,50,54,"[155, 88, 68, 46, 20, 17, 41, 63, 67, 87, 156, 152, 153, 165, 169, 175]"
2662,64,1,50,54,"[247, 246, 232, 124, 92, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153, 165, 169, 175]"
2663,67,1,50,69,"[236, 124, 92, 80, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 95, 101, 109, 139, 258]"
2664,31,13,50,35,"[92, 80, 54, 48, 47, 53, 79, 89, 95, 101, 109]"
2665,25,13,50,64,"[82, 54, 48, 47, 53, 79, 91, 123, 231, 245, 248]"
2666,50,20,50,48,"[202, 116, 86, 76, 70, 69, 75, 87, 156, 157]"
2667,33,1,120,23,"[98, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 79]"
2668,26,1,120,48,"[96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157]"
2669,22,13,50,21,"[54, 48, 47, 53, 76]"
2670,22,11,50,21,"[68, 46, 40, 41, 65]"
2671,59,13,50,31,"[227, 242, 124, 92, 80, 54, 48, 47, 53, 79, 91]"
3670,36,5,120,42,"[138, 110, 102, 96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 152, 153]"
3671,31,5,120,45,"[118, 72, 44, 18, 17, 41, 63, 67, 87, 156, 152, 153, 167]"
3672,59,20,120,26,"[224, 74, 69, 77, 89, 95]"
3673,52,15,120,50,"[194, 158, 155, 88, 54, 48, 49, 50, 47, 53, 85, 115, 201]"
3674,36,20,120,43,"[138, 134, 128, 122, 118, 72, 71, 117, 121, 127, 133, 137, 141]"
3675,36,1,50,45,"[138, 110, 102, 96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153, 167]"
3676,21,1,50,33,"[75, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 97]"
3677,60,1,50,69,"[124, 92, 80, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 95, 101, 109, 139, 258]"
3678,32,20,120,26,"[122, 118, 72, 69, 77, 89, 95]"
3679,13,13,50,40,"[47, 53, 87]"
3680,30,13,120,23,"[117, 92, 80, 54, 48, 47, 53, 79]"
3681,33,5,120,26,"[98, 90, 78, 66, 42, 18, 17, 41, 65, 77, 89, 95]"
3682,6,13,120,18,"[23, 47, 51, 56, 57, 64]"
3683,16,15,120,21,"[55, 52, 48, 49, 50, 47, 53, 76]"
3684,30,5,120,24,"[72, 44, 18, 17, 41, 65, 77, 89]"
3685,53,5,120,43,"[196, 158, 155, 88, 68, 46, 20, 17, 41, 63, 67, 87, 156, 152, 153, 165]"
3686,59,11,120,69,"[224, 74, 44, 39, 40, 43, 71, 119, 237]"
3687,37,5,120,54,"[112, 104, 96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 152, 153, 165, 169, 175]"
3688,57,15,120,33,"[219, 74, 44, 39, 32, 22, 23, 49, 50, 47, 53, 79, 89, 97]"
3689,40,20,120,54,"[88, 76, 70, 71, 117, 121, 127, 133, 137, 143, 175]"
3690,25,20,120,52,"[94, 90, 78, 70, 69, 75, 87, 156, 157, 193]"
3691,33,13,120,23,"[98, 90, 80, 54, 48, 47, 53, 79]"
3692,53,15,120,48,"[196, 158, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 157]"
3693,6,1,50,10,"[10, 2, 1, 9, 21, 31, 40]"
3694,26,20,120,59,"[96, 90, 78, 70, 73, 223]"
3695,69,5,120,67,"[238, 120, 72, 44, 18, 17, 43, 71, 119, 235]"
3696,53,11,120,51,"[196, 158, 155, 88, 68, 46, 45, 67, 87, 156, 157, 191]"
3697,16,11,120,21,"[57, 46, 40, 41, 65]"
3698,39,13,120,29,"[155, 88, 54, 48, 47, 53, 85]"
3699,53,20,120,52,"[196, 158, 155, 88, 76, 70, 69, 75, 87, 156, 157, 193]"
3700,10,20,120,2,"[43, 44, 39, 32, 22, 10, 8]"
3701,42,15,120,25,"[154, 151, 155, 88, 54, 48, 49, 50, 47, 53, 79, 89, 93]"
3702,1,1,50,3,[1]
3703,31,13,120,24,"[92, 80, 54, 48, 47, 53, 79, 89]"
3704,40,13,120,29,"[88, 54, 48, 47, 53, 85]"
3705,21,5,120,17,"[66, 42, 18, 17, 41, 63, 58, 55]"
3706,50,1,50,48,"[202, 116, 86, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157]"
3707,60,13,120,65,"[124, 92, 80, 54, 48, 47, 53, 79, 91, 123, 231, 245]"
3708,22,20,120,21,"[76, 70, 69]"
3709,53,5,120,52,"[196, 158, 155, 88, 68, 46, 20, 17, 41, 63, 67, 87, 156, 157, 193]"
3710,32,15,120,44,"[125, 98, 90, 80, 54, 48, 49, 50, 47, 53, 87, 156, 152, 153, 165, 169]"
3711,59,15,50,61,"[227, 242, 124, 92, 80, 54, 48, 49, 50, 47, 53, 79, 91, 123, 229]"
3712,21,15,120,10,"[75, 54, 48, 49, 50, 24, 21, 31, 40]"
3713,6,11,120,10,"[21, 31, 40]"
3714,40,1,50,54,"[88, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153, 165, 169, 175]"
3715,30,13,50,25,"[117, 92, 80, 54, 48, 47, 53, 79, 89, 93]"
3716,21,11,120,31,"[66, 42, 39, 40, 43, 71, 117]"
3717,54,15,120,43,"[176, 170, 166, 154, 151, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 152, 153, 165]"
3718,22,1,50,6,"[54, 48, 38, 6, 1, 9]"
3719,42,15,120,48,"[154, 151, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 157]"
3720,69,1,50,54,"[257, 140, 110, 102, 96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153, 165, 169, 175]"
3721,53,11,120,52,"[196, 158, 155, 88, 68, 46, 45, 67, 87, 156, 157, 193]"
3722,17,11,120,10,"[56, 57, 46, 40]"
3723,24,13,120,42,"[90, 80, 54, 48, 47, 53, 87, 156, 152, 153]"
3724,10,20,120,2,"[43, 44, 39, 32, 22, 10, 8]"
3725,6,1,50,40,"[10, 2, 5, 37, 47, 53, 87]"
3726,36,5,120,42,"[138, 110, 102, 96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 152, 153]"
3727,2,20,120,14,"[7, 9, 21, 31, 40, 43, 69, 75, 54]"
3728,1,1,50,3,[1]
3729,21,11,120,16,"[66, 42, 39, 45, 58]"
3730,33,11,120,25,"[98, 90, 78, 66, 42, 39, 40, 41, 65, 77, 89, 93]"
3731,32,20,120,23,"[122, 118, 72, 69, 77]"
3732,36,20,120,46,"[138, 134, 128, 122, 118, 72, 71, 117, 121, 127, 133, 137, 143, 173]"
3733,21,20,120,20,[70]
3734,26,20,120,52,"[96, 90, 78, 70, 69, 75, 87, 156, 157, 193]"
3735,16,13,120,10,"[55, 52, 48, 24, 21, 31, 40]"
3736,60,20,120,66,"[120, 72, 71, 119, 231, 245, 249]"
3737,22,20,120,20,"[76, 70]"
3738,30,13,50,25,"[117, 92, 80, 54, 48, 47, 53, 79, 89, 93]"
3739,30,15,120,25,"[117, 92, 80, 54, 48, 49, 50, 47, 53, 79, 89, 93]"
3740,22,11,120,50,"[68, 46, 45, 67, 85, 115, 201]"
3741,33,5,120,35,"[98, 90, 78, 66, 42, 18, 17, 43, 71, 117, 121, 127, 133]"
3742,60,15,120,24,"[124, 92, 80, 54, 48, 49, 50, 47, 53, 79, 89]"
3743,13,13,120,20,"[24, 21, 31, 40, 43]"
3744,30,20,120,24,"[72, 69, 77, 89]"
3745,54,1,50,69,"[176, 170, 166, 154, 151, 155, 88, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 95, 101, 109, 139, 258]"
3746,46,1,50,48,"[178, 168, 154, 151, 155, 88, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157]"
3747,29,15,120,39,"[86, 54, 48, 49, 50, 47, 53, 87, 156]"
3748,45,1,50,48,"[168, 154, 151, 155, 88, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157]"
3749,35,11,120,42,"[110, 102, 96, 90, 78, 66, 42, 39, 45, 67, 87, 156, 152, 153]"
3750,51,13,120,48,"[192, 158, 155, 88, 54, 48, 47, 53, 87, 156, 157]"
3751,35,13,120,30,"[110, 102, 96, 90, 80, 54, 48, 47, 53, 79, 91, 118]"
3752,6,11,120,37,"[21, 31, 45, 67, 83, 111]"
3753,59,13,120,31,"[227, 242, 124, 92, 80, 54, 48, 47, 53, 79, 91]"
3754,18,1,50,21,"[63, 58, 55, 52, 48, 38, 6, 5, 37, 47, 53, 76]"
3755,31,13,50,36,"[92, 80, 54, 48, 47, 53, 79, 89, 95, 101, 109, 137]"
3756,32,13,120,25,"[125, 98, 90, 80, 54, 48, 47, 53, 79, 89, 93]"
3757,46,20,120,48,"[174, 144, 138, 134, 128, 122, 118, 72, 69, 75, 87, 156, 157]"
3758,25,15,120,48,"[82, 54, 48, 49, 50, 47, 53, 87, 156, 157]"
3759,32,20,120,35,"[122, 118, 72, 71, 117, 121, 127, 133]"
3760,2,11,120,6,"[7, 9, 21, 31, 32, 22]"
3761,32,11,120,26,"[122, 118, 72, 44, 39, 40, 41, 65, 77, 89, 95]"
3762,60,13,120,30,"[124, 92, 80, 54, 48, 47, 53, 79, 91, 118]"
3763,21,5,120,17,"[66, 42, 18, 17, 41, 63, 58, 55]"
3764,25,20,120,63,"[94, 90, 78, 70, 71, 119, 231]"
3765,36,1,50,45,"[138, 110, 102, 96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153, 167]"
3766,22,20,120,29,"[76, 70, 69, 75, 85]"
3767,60,5,120,30,"[120, 72, 44, 18, 17, 43, 71]"
3768,30,13,120,26,"[117, 92, 80, 54, 48, 47, 53, 79, 89, 95]"
3769,33,1,50,44,"[98, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153, 165, 169]"
3770,23,1,50,53,"[80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157, 195]"
3771,14,1,50,37,"[48, 38, 6, 5, 37, 47, 53, 83, 111]"
3772,40,11,120,29,"[88, 68, 46, 45, 67, 85]"
3773,23,15,120,53,"[80, 54, 48, 49, 50, 47, 53, 87, 156, 157, 195]"
3774,33,20,120,25,"[126, 122, 118, 72, 69, 77, 89, 93]"
3775,21,1,50,40,"[75, 54, 48, 38, 6, 5, 37, 47, 53, 87]"
3776,31,5,120,26,"[118, 72, 44, 18, 17, 41, 65, 77, 89, 95]"
3777,31,1,50,25,"[92, 80, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 93]"
3778,30,20,120,24,"[72, 69, 77, 89]"
3779,1,1,120,7,[3]
3780,21,20,120,32,"[70, 71, 117, 121]"
3781,42,20,120,24,"[150, 112, 104, 96, 90, 78, 70, 69, 77, 89]"
3782,18,13,120,10,"[63, 58, 55, 52, 48, 24, 21, 31, 40]"
3783,39,5,120,54,"[155, 88, 68, 46, 20, 17, 41, 63, 67, 87, 156, 152, 153, 165, 169, 175]"
3784,25,20,120,67,"[94, 90, 78, 70, 71, 119, 235]"
3785,10,13,120,6,"[39, 32, 22, 23, 24]"
3786,18,5,120,21,"[42, 18, 17, 41, 65]"
3787,10,20,120,2,"[43, 44, 39, 32, 22, 10, 8]"
3788,30,20,120,26,"[72, 69, 77, 89, 95]"
3789,54,5,120,49,"[176, 170, 166, 150, 112, 104, 96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 85, 115]"
3790,57,15,120,59,"[219, 74, 44, 39, 32, 22, 23, 49, 50, 47, 53, 79, 91, 123, 241, 228]"
3791,31,11,120,26,"[118, 72, 44, 39, 40, 41, 65, 77, 89, 95]"
3792,46,13,120,48,"[178, 168, 154, 151, 155, 88, 54, 48, 47, 53, 87, 156, 157]"
3793,18,1,50,10,"[63, 58, 55, 52, 48, 38, 6, 1, 9, 21, 31, 40]"
3794,54,1,50,69,"[176, 170, 166, 154, 151, 155, 88, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 95, 101, 109, 139, 258]"
3795,37,5,120,36,"[112, 104, 96, 90, 78, 66, 42, 18, 17, 43, 71, 117, 121, 127, 133, 137]"
3796,30,20,120,26,"[72, 69, 77, 89, 95]"
3797,33,13,120,26,"[98, 90, 80, 54, 48, 47, 53, 79, 89, 95]"
3798,22,20,120,14,"[76, 70, 69, 75, 54]"
3799,10,20,120,6,"[43, 44, 39, 32, 22]"
3800,6,13,120,14,"[23, 47]"
3801,45,13,120,48,"[168, 154, 151, 155, 88, 54, 48, 47, 53, 87, 156, 157]"
3802,52,11,120,49,"[194, 158, 155, 88, 68, 46, 45, 67, 85, 115]"
3803,54,20,120,69,"[176, 144, 138, 134, 128, 122, 118, 72, 71, 119, 237]"
3804,13,13,50,39,"[47, 53, 87, 156]"
3805,21,13,120,31,"[75, 54, 48, 47, 53, 79, 91]"
3806,51,5,120,52,"[192, 158, 155, 88, 68, 46, 20, 17, 41, 63, 67, 87, 156, 157, 193]"
3807,32,1,50,23,"[125, 98, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 79]"
3808,16,15,120,10,"[55, 52, 48, 49, 50, 24, 21, 31, 40]"
3809,69,1,50,22,"[257, 140, 110, 102, 96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53]"
3810,6,13,120,10,"[23, 24, 21, 31, 40]"
3811,52,15,120,48,"[194, 158, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 157]"
3812,30,20,120,25,"[72, 69, 77, 89, 93]"
3813,2,15,120,18,"[7, 11, 29, 49, 50, 47, 51, 56, 57, 64]"
3814,24,15,120,52,"[90, 80, 54, 48, 49, 50, 47, 53, 87, 156, 157, 193]"
3815,20,20,50,16,"[69, 75, 60]"
3816,37,5,120,42,"[112, 104, 96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 152, 153]"
3817,69,13,120,54,"[257, 140, 110, 102, 96, 90, 80, 54, 48, 47, 53, 87, 156, 152, 153, 165, 169, 175]"
3818,42,11,120,23,"[154, 151, 155, 88, 68, 46, 40, 41, 65, 77]"
3819,6,5,120,10,"[21, 31, 20, 17]"
3820,39,20,120,29,"[155, 88, 76, 70, 69, 75, 85]"
3821,7,1,50,1,[4]
3822,31,11,120,26,"[118, 72, 44, 39, 40, 41, 65, 77, 89, 95]"
3823,51,20,120,52,"[192, 158, 155, 88, 76, 70, 69, 75, 87, 156, 157, 193]"
3824,37,11,120,29,"[112, 84, 68, 46, 45, 67, 85]"
3825,33,11,120,24,"[98, 90, 78, 66, 42, 39, 40, 41, 65, 77, 89]"
3826,60,11,120,26,"[120, 72, 44, 39, 40, 41, 65, 77, 89, 95]"
3827,35,11,120,33,"[110, 102, 96, 90, 78, 66, 42, 39, 40, 41, 65, 77, 89, 97]"
3828,42,1,50,54,"[154, 151, 155, 88, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153, 165, 169, 175]"
3829,39,5,120,42,"[155, 88, 68, 46, 20, 17, 41, 63, 67, 87, 156, 152, 153]"
3830,59,20,120,69,"[224, 74, 71, 119, 237]"
3831,24,11,120,57,"[90, 78, 66, 42, 39, 40, 43, 73, 220]"
3832,21,5,120,33,"[66, 42, 18, 17, 41, 65, 77, 89, 97]"
3833,59,13,50,33,"[227, 242, 124, 92, 80, 54, 48, 47, 53, 79, 89, 97]"
3834,43,20,120,48,"[166, 150, 112, 104, 96, 90, 78, 70, 69, 75, 87, 156, 157]"
3835,52,20,120,53,"[194, 158, 155, 88, 76, 70, 69, 75, 87, 156, 157, 195]"
3836,39,13,120,29,"[155, 88, 54, 48, 47, 53, 85]"
3837,36,11,120,43,"[138, 110, 102, 96, 90, 78, 66, 42, 39, 45, 67, 87, 156, 152, 153, 165]"
3838,24,13,120,42,"[90, 80, 54, 48, 47, 53, 87, 156, 152, 153]"
3839,59,15,120,54,"[227, 242, 124, 92, 80, 54, 48, 49, 50, 47, 53, 87, 156, 152, 153, 165, 169, 175]"
3840,6,1,50,29,"[10, 2, 5, 37, 47, 53, 85]"
3841,30,20,120,23,"[72, 69, 77]"
3842,23,13,120,52,"[80, 54, 48, 47, 53, 87, 156, 157, 193]"
3843,26,1,50,53,"[96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157, 195]"
3844,60,20,120,62,"[120, 72, 71, 119, 231, 244]"
3845,35,13,120,32,"[110, 102, 96, 90, 80, 54, 48, 47, 53, 79, 89, 97, 126]"
3846,26,1,50,42,"[96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153]"
3847,25,15,120,53,"[82, 54, 48, 49, 50, 47, 53, 87, 156, 157, 195]"
3848,16,20,120,10,"[59, 76, 70, 44]"
3849,1,1,120,7,[3]
3850,14,13,120,21,"[48, 47, 53, 76]"
3851,18,1,50,21,"[63, 58, 55, 52, 48, 38, 6, 5, 37, 47, 53, 76]"
3852,17,20,120,20,"[56, 59, 76, 70]"
3853,33,13,120,26,"[98, 90, 80, 54, 48, 47, 53, 79, 89, 95]"
3854,58,13,120,57,"[74, 44, 39, 32, 22, 23, 24, 21, 31, 40, 43, 73, 220]"
3855,32,11,120,23,"[122, 118, 72, 44, 39, 40, 41, 65, 77]"
3856,37,15,120,29,"[112, 84, 54, 48, 49, 50, 47, 53, 85]"
3857,6,13,120,10,"[23, 24, 21, 31, 40]"
3858,23,20,120,48,"[78, 70, 69, 75, 87, 156, 157]"
3859,17,13,120,21,"[52, 48, 47, 53, 76]"
3860,48,11,120,54,"[158, 155, 88, 68, 46, 45, 67, 87, 156, 152, 153, 165, 169, 175]"
3861,21,13,120,30,"[75, 54, 48, 47, 53, 79, 91, 118]"
3862,42,13,120,26,"[154, 151, 155, 88, 54, 48, 47, 53, 79, 89, 95]"
3863,58,20,120,57,"[74, 73, 220]"
3864,52,5,120,48,"[194, 158, 155, 88, 68, 46, 20, 17, 41, 63, 67, 87, 156, 157]"
3865,43,1,50,48,"[166, 154, 151, 155, 88, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 157]"
3866,45,15,120,48,"[168, 154, 151, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 157]"
3867,23,11,120,57,"[78, 66, 42, 39, 40, 43, 73, 220]"
3868,33,1,50,25,"[98, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 93]"
3869,22,15,120,29,"[54, 48, 49, 50, 47, 53, 85]"
3870,38,1,50,36,"[151, 155, 88, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89, 95, 101, 109, 137]"
3871,57,11,120,69,"[219, 74, 44, 39, 40, 43, 71, 119, 237]"
3872,16,5,120,21,"[57, 46, 20, 17, 41, 65]"
3873,31,15,50,46,"[92, 80, 54, 48, 49, 50, 47, 53, 87, 156, 152, 153, 167, 177]"
3874,69,20,120,67,"[238, 120, 72, 71, 119, 235]"
3875,26,13,120,48,"[96, 90, 80, 54, 48, 47, 53, 87, 156, 157]"
3876,69,5,120,54,"[238, 120, 72, 44, 18, 17, 41, 63, 67, 87, 156, 152, 153, 165, 169, 175]"
3877,26,5,120,42,"[96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 152, 153]"
3878,69,15,120,67,"[257, 140, 110, 102, 96, 90, 80, 54, 48, 49, 50, 47, 53, 79, 91, 123, 235]"
3879,17,1,50,21,"[52, 48, 38, 6, 5, 37, 47, 53, 76]"
3880,10,20,120,2,"[43, 44, 39, 32, 22, 10, 8]"
3881,37,1,50,29,"[112, 84, 54, 48, 38, 6, 5, 37, 47, 53, 85]"
3882,23,20,120,60,"[78, 70, 71, 119]"
3883,69,1,50,54,"[257, 140, 110, 102, 96, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 87, 156, 152, 153, 165, 169, 175]"
3884,1,1,120,3,[1]
3885,35,15,120,32,"[110, 102, 96, 90, 80, 54, 48, 49, 50, 47, 53, 79, 89, 97, 126]"
3886,33,1,50,24,"[98, 90, 80, 54, 48, 38, 6, 5, 37, 47, 53, 79, 89]"
3887,44,15,120,48,"[170, 166, 154, 151, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 157]"
3888,22,11,120,29,"[68, 46, 45, 67, 85]"
3889,36,13,120,44,"[138, 110, 102, 96, 90, 80, 54, 48, 47, 53, 87, 156, 152, 153, 165, 169]"
3890,21,20,120,33,"[70, 71, 117, 121, 125]"
3891,59,11,120,32,"[224, 74, 44, 39, 40, 43, 71, 117, 121]"
3892,21,13,120,69,"[75, 54, 48, 47, 53, 79, 89, 95, 101, 109, 139, 258]"
3893,30,11,120,25,"[72, 44, 39, 40, 41, 65, 77, 89, 93]"
3894,24,11,120,59,"[90, 78, 66, 42, 39, 40, 43, 73, 223]"
4894,26,15,120,59,"[96, 90, 80, 54, 48, 49, 50, 47, 53, 79, 91, 123, 241, 228]"
4895,56,13,50,12,"[217, 219, 74, 44, 39, 32, 22, 23, 38, 35]"
4896,30,13,120,25,"[117, 92, 80, 54, 48, 47, 53, 79, 89, 93]"
4897,21,5,50,18,"[66, 42, 18, 17, 41]"
4898,30,20,50,23,"[72, 69, 77]"
4899,6,13,50,13,[23]
4900,48,11,50,42,"[158, 155, 88, 68, 46, 45, 67, 87, 156, 152, 153]"
4901,52,20,50,36,"[194, 158, 155, 88, 76, 70, 71, 117, 121, 127, 133, 137]"
4902,32,13,50,25,"[125, 98, 90, 80, 54, 48, 47, 53, 79, 89, 93]"
4903,22,11,50,10,"[68, 46, 40]"
4904,31,15,120,44,"[92, 80, 54, 48, 49, 50, 47, 53, 87, 156, 152, 153, 165, 169]"
4905,16,13,50,10,"[55, 52, 48, 24, 21, 31, 40]"
4906,51,15,120,52,"[192, 158, 155, 88, 54, 48, 49, 50, 47, 53, 87, 156, 157, 193]"
4907,6,5,50,10,"[21, 31, 20, 17]"
4908,29,5,50,39,"[86, 68, 46, 20, 17, 41, 63, 67, 87, 156]"
4909,25,15,120,64,"[82, 54, 48, 49, 50, 47, 53, 79, 91, 123, 231, 245, 248]"
4910,23,5,50,59,"[78, 66, 42, 18, 17, 43, 73, 223]"
4911,30,5,50,23,"[72, 44, 18, 17, 41, 65, 77]"
4912,21,1,120,31,"[75, 54, 48, 38, 6, 5, 37, 47, 53, 79, 91]"
4913,44,5,50,48,"[170, 166, 150, 112, 104, 96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 157]"
4914,6,11,50,17,"[21, 31, 45, 58, 55]"
4915,10,11,50,2,"[39, 32, 22, 10, 8]"
4916,21,11,50,30,"[66, 42, 39, 40, 43, 71]"
4917,32,5,50,23,"[122, 118, 72, 44, 18, 17, 41, 65, 77]"
4918,42,5,50,53,"[150, 112, 104, 96, 90, 78, 66, 42, 18, 17, 41, 63, 67, 87, 156, 157, 195]"
4919,10,5,50,6,"[18, 19, 32, 22]"
4920,22,15,120,37,"[54, 48, 49, 50, 47, 53, 83, 111]"
4921,30,20,50,23,"[72, 69, 77]"
4922,42,15,120,26,"[154, 151, 155, 88, 54, 48, 49, 50, 47, 53, 79, 89, 95]"
4923,17,5,50,21,"[56, 57, 46, 20, 17, 41, 65]"
4924,6,1,120,10,"[10, 2, 1, 9, 21, 31, 40]"
4925,37,1,120,29,"[112, 84, 54, 48, 38, 6, 5, 37, 47, 53, 85]"
4926,42,5,50,24,"[150, 112, 104, 96, 90, 78, 66, 42, 18, 17, 41, 65, 77, 89]"
4927,69,11,50,62,"[238, 120, 72, 44, 39, 40, 43, 71, 119, 231, 244]"
4928,51,15,120,57,"[192, 158, 155, 88, 54, 48, 49, 50, 24, 21, 31, 40, 43, 73, 220]"
4929,20,20,120,17,"[69, 75, 60, 55]"
4930,29,15,120,10,"[86, 54, 48, 49, 50, 24, 21, 31, 40]"
4931,60,5,50,65,"[120, 72, 44, 18, 17, 43, 71, 119, 231, 245]"
4932,1,1,120,7,[3]
4933,6,11,50,10,"[21, 31, 40]"
4934,42,11,50,26,"[154, 151, 155, 88, 68, 46, 40, 41, 65, 77, 89, 95]"
4935,10,13,50,2,"[39, 32, 22, 23, 30, 12, 8]"
4936,53,5,50,50,"[196, 158, 155, 88, 68, 46, 20, 17, 41, 63, 67, 85, 115, 201]"
4937,60,20,50,32,"[120, 72, 71, 117, 121]"
4938,58,20,50,59,"[74, 73, 223]"
4939,61,13,50,58,"[230, 124, 92, 80, 54, 48, 24, 21, 31, 40, 43, 73]"
4940,53,20,50,36,"[196, 158, 155, 88, 76, 70, 71, 117, 121, 127, 133, 137]"
4941,59,5,50,24,"[224, 74, 44, 18, 17, 41, 65, 77, 89]"
4942,21,15,120,33,"[75, 54, 48, 49, 50, 47, 53, 79, 89, 97]"
